locus_tag	LC	6H	12H	1D	2D	3D	5D	7D	14D	1M	2M
B4U62_03095	0.929960216	0.061094726	1.170419906	-0.362873836	0	0.243060692	-0.19784693	0.023575512	-1.408742063	-0.789389292	-3.086740845
B4U62_03100	0	0	-0.935556899	-0.515711167	0.011480081	0.128765276	0.369886937	0.418461418	-0.5573276	-2.069205502	-1.991404482
B4U62_03105	-1.285543654	-0.089022293	-0.953788121	0	0.176701762	0.191417223	0.754466979	0.509077698	0.575475655	-0.384276157	-1.665718129
B4U62_03110	-1.926109683	0.929726831	-0.03505049	0.200966916	0.217493677	0	0.128583491	0.13249597	-0.774939229	-0.927861351	-3.389212414
B4U62_03115	-1.315249516	1.515097781	0.097389187	0.988975849	0.531221744	0.193420222	0	-0.145701231	-1.131050218	-1.100940254	-2.865348992
B4U62_03120	0	-0.276743375	-0.60117703	-0.895548035	1.269073134	2.211122127	2.431047832	2.41925236	2.365888582	-0.603274793	-1.903736431
B4U62_03125	-1.465362278	-0.269336403	0.174332825	0.164350453	0.046695097	0.024207852	0.047535158	0	-0.950381161	-1.249368173	-3.298994471
B4U62_03130	-0.143650311	-0.703976608	-1.170042735	-0.406627161	0.621851133	0.74012513	0.512647454	0	1.506675259	0.408168029	-1.195202038
B4U62_03135	-1.956869398	0.208629341	-0.658697789	0.258809449	0.364789504	0.317670479	0	0.050551576	-1.504130402	-0.609833753	-1.503693743
B4U62_03140	-2.563482535	2.214397341	0.708842525	1.249522892	0.254395327	-0.228048129	-0.169860646	0	0.288567087	-0.412738737	-3.098935236
B4U62_03145	0.14758559	-1.537397841	-1.911746254	-1.677532505	0	0.498350758	0.0941373	0.974367822	0.231641848	-0.094384473	-1.382631337
B4U62_03150	2.275296503	-2.981721496	-2.242533698	-2.766957924	-0.694730453	0.351857422	0	0.601597428	2.021234749	0.604548923	-1.727419318
B4U62_03155	0.479989033	-1.258982052	-1.850726754	-1.786056961	0	0.910156894	0.985612843	0.746817275	0.82355711	-0.357418879	-2.790716076
B4U62_03160	-2.674512386	0	-0.871426389	0.333497292	0.034170925	0.098497954	0.049568893	0.459932097	-0.47239118	-1.834645433	-3.639649362
B4U62_03165	-2.722192582	-2.099747488	-2.810592611	-2.449187856	2.151803718	2.699177595	3.895038588	4.117001083	2.386892471	0	-1.79297789
B4U62_03170	-3.612885675	-5.423461097	-6.40495381	-6.172832072	1.311137478	2.113413435	3.542795166	3.964917789	3.242262307	0	-1.562425796
B4U62_03175	-1.018011586	-1.556495178	-2.243915139	-2.487572697	2.306390614	3.814059017	4.362360506	4.10518555	2.788510696	0	-2.226300419
B4U62_03180	-1.282696604	-1.98832792	-3.533022914	-2.657497699	1.705083681	2.777072137	3.517826643	3.777885098	3.624720481	0	-2.325836092
B4U62_03185	-1.460694906	-2.204307617	-3.063077699	-3.276782859	2.044605836	3.164425899	3.951123464	4.102838657	3.214775451	0	-3.503834394
B4U62_03190	-2.194049247	-4.127139756	-5.57087234	-4.552361782	2.112469289	3.456797849	3.976739938	4.185552152	2.753745278	0	-1.896151817
B4U62_03195	-1.461982452	-4.444382408	-4.444734149	-5.422460314	2.043456481	3.459019089	4.130389637	4.279522624	3.395046609	0	-1.749047523
B4U62_03200	-2.108103946	0.627612892	0	0.075681426	0.279062353	0.137315073	0.016909291	-1.13065416	-1.468441012	-1.679777099	-4.645819698
B4U62_03205	-1.722027869	0.561655493	0	0.15224117	0.559349969	0.45121671	0.305762695	-0.857997322	-0.928901971	-1.743674963	-3.792813178
B4U62_03210	-1.721238723	0.452093152	-0.234046028	0.067912156	0.544000287	0.287632648	0.1436491	-0.194359934	0	-1.085195924	-3.049073939
B4U62_03215	0.927050519	-0.569384212	0	-0.870199866	-0.046615615	0.103698132	0.114068884	0.690061436	1.235758583	-0.484648106	-2.083502692
B4U62_03220	-1.457675824	0.26092004	-0.090122499	0.299699313	0.206177447	0	-0.05965161	0.18188927	0.641838758	-0.573334762	-2.773723348
B4U62_03225	3.156019034	-0.655309312	1.08153035	0	-0.036559557	0.416334046	0.185085033	0.365650473	-0.436575946	-0.700058744	-3.041705351
B4U62_03230	-1.593210948	0.286885572	0	0.525027969	0.37983095	-0.076026105	0.030876663	-0.311402311	0.401664107	-1.056973592	-4.143310425
B4U62_03235	-0.114316511	0.607428722	0	-0.007543487	0.092421194	0.049133348	0.03039287	-0.128024978	0.487515352	-0.853652489	-3.162381743
B4U62_03240	-3.155032783	0.676574558	0.573814584	0.077071613	0.024491147	0	0.056065158	-0.202841329	-0.675377601	-1.143341295	-4.409676376
B4U62_03245	-4.127386962	0.552692444	0.297032208	0.148238028	0.222787185	0	0.1327455	-0.150926493	-0.715412263	-1.566233051	-2.712745443
B4U62_03250	-0.216054489	2.391283712	1.241379738	1.550583339	0.578510661	-0.105640606	0.350417486	-0.062517325	0	-1.130928707	-5.456764799
B4U62_03255	-2.152620233	1.042296417	1.239735125	0.510331011	0	-0.725762736	-0.520889494	-0.29009153	1.358890139	0.222423249	-2.911461536
B4U62_03260	-1.337864033	0.911972061	-0.039804041	0.513700558	0.537306309	0.564684745	0.272820714	0	-0.701327861	-0.937790679	-3.434245543
B4U62_03265	0	-1.179854518	-2.11574027	-2.159295059	1.141080925	2.283297579	2.483311773	2.114081192	2.362832024	-0.522656333	-3.550099477
B4U62_03270	1.567722617	-0.046631404	1.514809598	0.070610764	0.184812675	0.212467892	0	-0.257468672	-0.836561045	-1.640988927	-4.641249148
B4U62_03275	0	-1.944197143	-1.690528484	-1.246914586	1.022147111	2.28696092	2.574269345	2.59978397	1.062218773	-0.718932924	-4.002715821
B4U62_03280	0	-2.271648227	-2.175745737	-2.006455228	1.600107477	2.858397297	3.152340822	3.336690836	2.288055194	-0.063307302	-3.213743262
B4U62_03285	-2.671677705	1.289813	0.219838905	0.893441904	0.429009193	0.03459586	0	-0.361319595	-0.740535915	-1.455306938	-3.636222035
B4U62_03290	-1.048863795	0.032334959	-0.677602561	0	0.346034304	0.374700812	0.273442344	0.212512231	-0.370925719	-1.236565889	-2.902057669
B4U62_03295	-1.760617213	0.270446062	-0.364025019	0	0.346141832	0.609331046	0.335942472	0.389343798	-0.143492984	-0.272080767	-2.375291419
B4U62_03300	0	-0.266695868	-0.503047683	-0.161915323	0.383827714	0.547354322	0.176357949	0.248982752	0.138446471	-0.443221865	-2.885702508
B4U62_03305	1.541922181	0.111752649	-0.496674292	-2.165082504	0	1.170130323	0.05924251	-0.544320992	0.236936148	-0.847393553	-1.962299538
B4U62_03310	2.395701775	0.291966864	-0.399823963	-0.414709508	-0.025055779	0.812251833	0.551699083	0	2.241063799	-0.806365194	-2.958171887
B4U62_03315	1.343803803	-2.739729005	-2.695686626	-1.746699106	0.455396768	-0.136229296	-0.116911706	1.308714661	1.219725602	0.220041428	0
B4U62_03320	1.698409048	-2.62120471	-2.557090461	-2.269148011	0	-0.25091046	-0.588681613	1.465163687	2.291285731	0.253466429	1.087501673
B4U62_03325	2.299038815	-2.127596655	-2.28708506	-1.844252705	-0.282843054	0	0.00491821	1.663437858	2.823565943	0.649542715	-1.022032788
B4U62_03330	2.440219102	-1.765824076	-1.557808816	-1.701049329	-0.424332514	0.177769757	0	1.68667222	2.092783132	0.573214069	-0.372893561
B4U62_03335	1.632211252	-0.06965315	-0.716152401	-0.581680107	-0.132491371	0.283592547	0	1.113837714	0.448106662	0.545996645	-0.994637667
B4U62_03340	1.732431642	-0.394072327	-0.402114185	-0.837657129	-0.215811113	0.088909835	0	0.910763328	1.271187386	0.290937592	-1.793890401
B4U62_03345	1.268583224	-0.580820103	-0.822058094	-1.369144712	-0.452206896	0	0.00722071	0.860429886	1.265033109	0.615812941	-0.732300072
B4U62_03350	2.466946834	-0.415401597	-0.550113569	-1.477070084	-0.71587965	0.188492697	0	0.818321424	1.084376705	0.362980205	-0.398071269
B4U62_03395	-0.682180711	1.007553222	0.195576071	0.230672926	0.268307377	-0.069749791	0	-0.075808831	0.021789608	-1.037368678	-3.126165573
B4U62_03400	0	0.967559361	0.126768066	-0.165554049	0.313421907	-0.171755599	0.162684907	0.030987454	-0.065109308	-0.648187215	-2.772491898
B4U62_03405	0.065411928	1.108497057	0.215201112	0	0.376423305	-0.172341638	-0.045922158	-0.034531285	1.002766555	-0.579541499	-2.060655816
B4U62_03410	1.074561365	1.107892315	0.542679563	0	0.351548636	-0.312362329	-0.190350749	-0.399484803	0.575643675	-0.609288842	-2.854204939
B4U62_03415	1.23366169	1.008670408	0.135128755	-0.252380435	0.134550528	-0.42956675	0	-0.134582778	0.841510879	-0.61241025	-4.168646342
B4U62_03420	1.591549792	0	0.84757689	-0.090020053	0.051076913	0.244796473	-0.060251303	0.261302025	-0.038640438	-0.507160843	-2.572874125
B4U62_03425	-1.265882686	0	-0.346095226	0.104858842	0.211355725	0.144972799	0.059526231	0.281516645	-0.319815426	-0.580432171	-2.685817558
B4U62_03430	0.142448157	-0.229631321	-0.34782389	0	0.181082324	0.276171164	0.12435337	0.164114925	-0.399320539	-0.361625783	-2.768481226
B4U62_03435	1.555583215	-1.107010187	-0.017120537	0.060463101	0	0.364951593	-0.18506992	0.252047893	0.039312079	-0.966914551	-2.528864692
B4U62_03440	1.520348476	-1.094289592	-0.141399965	0.126764653	0.053870587	0.453821108	-0.025818266	0	0.057865983	-0.735759633	-2.607654993
B4U62_03445	-1.419120556	0.907468527	-0.313651893	0.309615953	0.192405231	0	0.05939023	-0.183719724	0.341902962	-1.23774514	-3.021687453
B4U62_03450	-1.650598937	0.773547625	0	0.455724729	0.158779082	0.039376006	0.216012487	-0.285611234	-1.121857646	-1.100998201	-2.960171106
B4U62_03455	-2.080663954	1.046404118	1.189419853	0.97460464	0.222224453	0	0.15675	-0.224634974	-1.303923079	-1.323363852	-4.025943524
B4U62_03460	1.109328861	0.803000691	1.445031746	0.779551122	0.261347099	0	-0.10640889	-0.293128746	-0.70400408	-1.377960115	-3.949839896
B4U62_03475	1.209432147	0	0.567139624	0.099436126	-0.13929572	0.187879564	-0.118505385	-0.029840469	0.125183499	-0.371043993	-2.752124092
B4U62_03480	0.308887352	0	0.235412179	0.033880739	-0.014383864	0.471581004	-0.062658745	0.126478964	-0.962422651	-0.134215193	-1.254767741
B4U62_03485	0.379958596	-0.248979395	-0.031128196	-0.478281211	0	0.566591466	0.188567098	0.166858037	0.662918922	-0.727513906	-1.044463667
B4U62_03490	-1.043700238	0.618155842	-0.259629397	0.110099162	0.094204146	0.187435524	-0.045201215	0.153920653	0	-0.526739591	-2.139145236
B4U62_03495	-0.078015642	0.916604113	0.138706934	0.528324088	0.394402198	0.156082612	-0.027455824	0	-0.4687948	-0.632319726	-2.664924575
B4U62_03505	-1.449215887	0.880358273	0.745484484	1.279234817	0.720046048	0	0.130887436	-0.049629904	-2.874914911	-1.447621133	-3.051782784
B4U62_03510	-1.085699863	0.680445389	0.442450437	0.898602408	0.451965478	0	0.063407939	-0.325452708	-2.9751478	-1.559786163	-2.68253039
B4U62_03515	-1.396395177	0.830350497	0.092886711	1.0573969	0.427730198	0	0.042737719	-0.245136191	-2.841776567	-1.482187648	-2.79172946
B4U62_03520	-1.217609368	1.058181376	-0.473730358	0.616141938	0.473481788	0.398498266	0.021110179	0	-0.374561209	-1.188801746	-2.403871894
B4U62_03530	-0.253444231	1.176874314	0.159194471	0.824796618	0.527272583	0.133475979	0	-0.574300096	-0.378033356	-0.606175562	-3.218581207
B4U62_03535	2.026546359	0	0.017792215	-0.439912065	-0.1064329	0.194446626	-0.225275274	0.430084033	0.596130997	-0.818396942	-3.015648828
B4U62_03540	1.435190758	0.104395786	-0.260439166	-0.928429136	-0.214988121	0.173576772	0	0.772362265	2.229579285	-0.022383605	-2.464864249
B4U62_03545	0.933308893	-0.196928086	-0.884019194	-1.116622079	-0.221154624	0.245727966	0.280475268	0.629617267	1.018453978	0	-2.018407567
B4U62_03550	0	0.382816189	0.554968278	-0.562410458	0.141414658	0.106937945	-0.525893139	-0.289787006	0.375667464	-0.46320913	-1.850902359
B4U62_03555	0.322865283	-0.79930879	0	0.418396474	0.898802249	-0.497342321	0.155871405	0.145007489	-1.201797957	-1.489863954	-7.199131138
B4U62_03560	0.012457447	-1.300077668	-0.398893987	0	0.395704392	-0.928967047	0.080784285	0.082351405	0.819044695	-1.269569262	-5.612916714
B4U62_03565	-0.228619306	-0.990224019	0	0.378654965	0.580088444	-0.689563361	0.486222049	-0.047079992	1.581414557	0.013015488	-3.15738561
B4U62_03570	0.788180314	-1.301326665	-0.882550827	-0.535243672	0	-0.298853566	0.078526875	0.209065753	2.68403133	1.006073847	-2.249098323
B4U62_03575	1.029126185	-5.084423288	-4.095363659	-5.480631419	-0.624051598	0.410701798	0	0.62124088	2.367304934	1.924936902	-0.223537157
B4U62_03580	2.208911874	-2.07125263	-1.648242007	-1.143152558	-0.529292189	0.222144419	0	0.321307789	1.906373681	0.78233427	-1.21194201
B4U62_03585	0.969269139	0.233585444	2.830112906	2.130445986	0.607704564	0	-0.205375842	-0.274875936	-0.441304357	-0.944731124	-3.717648969
B4U62_03590	-4.990635729	0.055551358	0.423064455	-0.212323273	0.942818345	0	0.668447303	0.056980316	-1.885820036	-1.711847811	-4.477725408
B4U62_03595	-1.242876122	0	0.342378586	-0.07389446	0.445992407	0.231962444	1.099843995	0.527759494	-0.959915795	-1.393893731	-3.07168864
B4U62_03600	-2.842371382	0.620216264	0	1.582791463	1.355186516	1.003148737	0.669052392	-0.017584268	-1.664532198	-0.679983688	-3.076902878
B4U62_03605	-1.296860719	0	-0.321272593	0.398313479	0.124657432	0.222309877	0.53161285	0.571662341	-0.45867757	-1.175565338	-2.619027114
B4U62_03610	1.672031954	-3.068200498	-2.320329846	-2.407657971	0	1.029485647	1.167037446	2.002678625	0.981201343	-1.730493756	-3.808643407
B4U62_03615	1.637163531	-2.709498672	-2.244620712	-2.155739458	0.222799075	1.262633825	1.289915732	2.389426063	0	-1.683244349	-4.036506186
B4U62_03620	-0.700229967	-2.094652502	-2.274533057	0	1.72933802	2.8847993	3.458480089	3.698110386	4.013147678	-0.190372589	-3.156446312
B4U62_03625	0.534514691	1.745608741	0.113953712	1.836567045	0	-0.585925555	-1.031467875	-0.859381237	0.357206264	-1.754186667	-3.691174522
B4U62_03630	0	-0.605462648	-1.494251893	-1.036384441	0.473661996	0.873328653	1.874882596	2.375999162	1.617158705	-0.185518876	-0.185518876
B4U62_03635	-0.46182288	1.280246347	0.422901385	0.975229935	0.421032856	-0.194201638	-0.104402215	0.24810021	0	-0.67591887	-2.996889207
B4U62_03640	-0.357198994	0.532473786	-0.318615092	0.343382159	0	-0.182186752	-0.073732365	0.065203853	1.352154738	0.063167628	-2.967671089
B4U62_03645	0.682992428	0.617390035	-0.152772145	0.388753379	0.19552392	-0.108984677	-0.001725775	0	1.616061074	-0.038488879	-2.619356948
B4U62_03650	1.962742275	0.997706865	0.053124855	0.39149597	0	-0.419399246	-0.299257675	-0.536269063	0.186560482	-0.635861814	-2.909642086
B4U62_03655	0.576129193	2.297159901	1.312031741	1.287752601	0.49584135	-0.263269982	0	-0.146912424	-0.379981501	-0.946335086	-3.9999476
B4U62_03660	-2.327089562	3.233603309	2.508049362	2.795479881	1.875697962	-0.394854054	1.034965743	0	-1.262915853	-0.38832846	-4.166695656
B4U62_03665	0.964416843	0	-0.987503397	-0.514426976	-0.3520312	-0.223264997	0.42988678	0.293523414	0.445677951	0.016356296	-2.780789229
B4U62_03670	-0.744066682	-0.886536753	0.537006968	1.810272609	2.320688853	2.625518413	0	0.074763145	-2.315064821	-0.812412853	-3.829802332
B4U62_03675	2.771015867	-2.053250767	0.136011847	-1.806376458	-0.687927411	0.26711701	-0.037050943	0	0.760032853	0.38840214	-0.939619779
B4U62_03680	1.912116354	-0.11774807	0.40450315	-0.151475065	0.077579123	0.486230592	0.440419579	0	-0.49359717	-0.185032254	-2.271369087
B4U62_03685	-0.260136432	3.250257185	2.569054648	2.939483886	1.990572388	-0.674995254	0.528568552	-0.304825952	-0.00967776	0	-4.160003845
B4U62_03690	0	2.871351939	2.239043674	2.34572811	1.608688633	-0.926749012	0.28595945	-0.302105565	-0.175057171	-0.224354855	-3.325160632
B4U62_03695	-0.513029768	2.533538344	1.797678118	1.815189681	1.469973635	-0.753448612	0.2643857	0	-0.012315915	-0.332693572	-3.396583494
B4U62_03700	-0.624637216	2.535970161	1.854401539	1.856602304	1.592284984	-0.781505712	0.374729152	0	-0.706568281	-0.184976317	-3.221305792
B4U62_03705	-1.059845947	2.527102037	1.789084114	1.667347875	1.440281595	-0.847624602	0.24039936	0	-1.019954261	-0.203062116	-4.049264946
B4U62_03710	-1.002412606	2.265413237	1.722979061	1.735727675	1.489159999	-0.706597132	0.274179312	0	-0.497381107	-0.291966317	-3.292226538
B4U62_03715	-0.62586121	2.048741421	1.546828068	1.545071606	1.2633131	-0.942961407	0	-0.159303072	0.079998733	-0.481384102	-3.607484299
B4U62_03720	0	2.141657131	1.476123274	1.445336954	0.790653075	-0.921732059	-0.288994546	0.012790766	-0.109627975	-0.76410444	-3.517450283
B4U62_03725	0	2.208434066	1.709949008	1.597632284	0.56007127	-0.929754893	-0.251435343	-0.023285632	0.026813181	-1.013408167	-3.85049441
B4U62_03730	0	2.270027038	1.701122068	1.598552702	0.230537755	-1.219388246	-0.410383473	0.011206607	-0.118666789	-1.161080879	-4.291430263
B4U62_03735	0.750981106	2.381816003	2.04738161	1.628517368	0.212861742	-1.140876361	-0.377308002	0	-0.132519714	-1.056931114	-3.736450955
B4U62_03740	0.773354543	2.449969365	2.063326608	1.611228199	0	-1.278069659	-0.571353825	0.009990385	-0.554775438	-1.155585266	-4.437730598
B4U62_03745	-2.313021451	0	-0.354448856	-0.109126039	0.055050407	0.243267309	0.02630733	0.150406076	0.159829642	-1.033276806	-3.314718779
B4U62_03750	-1.983591817	1.328406761	1.373506489	1.503585698	0	-0.340796993	-0.038319894	0.595185072	0.307090421	-1.113930727	-3.685694388
B4U62_03755	-2.94175362	-4.722841035	-6.101851182	-6.148063062	-0.018784223	1.545178322	1.965422344	1.773665902	0.754688304	0.20801539	0
B4U62_03760	0.781870604	-1.732822929	-1.630170331	-1.228880053	0	0.571731627	0.30527168	0.729140336	0.614943679	-0.593624281	-3.104939695
B4U62_03765	-1.592430712	0.650403016	0.090099674	0.138728895	0.147647571	0	0.468109406	-0.039613009	-0.144746858	-0.935639252	-3.218406622
B4U62_03770	-1.93298748	0.804654861	0.578372062	0.731629824	0.329813301	0	0.292772946	-0.385172163	-1.647165616	-0.991140593	-3.135485149
B4U62_03775	1.099473644	-3.181651499	-0.871530519	-2.372635973	-0.622407919	0.726433481	0	0.559329619	2.683948194	1.098752942	-1.253891092
B4U62_03780	-1.220648153	0.54372066	0.133470561	-0.134175846	0.44749689	-0.31169559	0.253508803	0	0.303336169	-1.27207494	-4.092675724
B4U62_03785	1.15777551	0.694440734	0.073467765	0	0.37045451	-0.13763421	-0.142283586	-0.08355873	0.645985795	-0.697936635	-2.722603193
B4U62_03790	1.43878015	0.726570512	-0.054789257	-0.201213934	0.028571489	-0.345371391	-0.060705042	0.153605853	1.568861417	0	-2.43823954
B4U62_03800	-2.284875525	-1.375111373	0	0.511691157	0.672008536	0.785713205	0.745373977	0.870799362	-0.107640504	-0.58325385	-2.787067405
B4U62_03810	-0.10322736	-2.357273223	-1.599602574	-2.019380544	0	1.850078242	0.718610116	0.806656996	2.792198278	1.684494294	-0.933557333
B4U62_03815	-3.006198793	1.488535593	0.347376051	0.694107741	0.455764867	0.02758554	0	-0.272957511	-1.597478037	-1.416761082	-4.442364151
B4U62_03820	-0.841911951	1.393648039	0.187904853	0.644809455	0.341314886	0.095064181	0	-0.318646987	-0.20486675	-1.511610461	-4.261720742
B4U62_03825	1.162010568	1.178631454	0.221689948	0.443226944	0.271846525	0	-0.082926004	-0.359740841	-0.641622493	-1.450364737	-4.150713441
B4U62_03830	-1.864984099	1.021500757	-0.406865052	0	0.234983708	0.330934983	0.024517653	0.323868954	-0.308068741	-0.496145528	-2.042932067
B4U62_03835	-1.020906992	0.822287058	0.154513566	0.609720424	0.396996106	-0.106659707	0	-0.109124081	0.191295736	-0.647362404	-2.821334553
B4U62_03840	-0.3036744	1.466226195	0.473491366	0.590679946	0.249225277	-0.194020821	0.30706226	-0.591824166	0	-0.740365709	-3.209718429
B4U62_03845	0	1.364159306	0.213540568	0.099578291	-0.225366774	-0.313910907	0.115375941	-0.195824841	0.794904907	-0.943627141	-3.055425861
B4U62_03850	0	1.217894102	-0.56108126	0.63264375	0.245231645	-0.022590033	0.392468522	0.067258964	-2.015479416	-1.297659353	-1.722862005
B4U62_03855	0.800308554	1.475048233	0.306094035	0.217995786	0.13266176	-0.092678983	0	-0.16631771	-0.311802853	-0.439201276	-2.926076038
B4U62_03860	0.259173355	1.179860655	0	0.417889644	0.330040767	0.089873407	-0.026189056	-0.16458345	-1.855947722	-1.011551026	-1.875274318
B4U62_03865	0.358777282	0.84991756	0.087341385	0.148477493	0.175770323	0	-0.108698622	-0.391914128	-2.748457502	-0.979691736	-1.709288449
B4U62_03870	0.679592283	0.683190402	0.087550705	0.170292156	0.15549902	0	-0.164149554	-0.228861944	-1.999052329	-0.960916074	-1.372825019
B4U62_03875	0.646218414	0.239614976	-0.543445298	0.101360045	0.025616519	0	-0.087774059	0.093471586	-1.0169972	-0.278712515	-1.300634566
B4U62_03880	0.330016314	0.439140752	-1.134399178	0.107747213	0.144498442	0	0.006427368	-0.019937126	-1.200756567	-1.167977965	-1.207699439
B4U62_03885	-0.02848843	0.72400622	-0.056853945	1.369136151	0.571975999	0.326710445	0	0.070549369	-2.370559102	-1.136501065	-2.118583676
B4U62_03890	-0.770196619	-0.295239614	-0.183609376	0.202500315	0.273674262	0.138265994	0	0.591460233	0.439167866	-1.244428521	-3.148410453
B4U62_03895	0.719053545	-1.275319052	-1.59363921	-0.483625219	-0.14557918	0.176177563	0.207439875	0.433703261	0.937327288	0	-2.442480643
B4U62_03900	2.933470499	-2.106973487	-0.659583206	-0.749772797	0.253411476	0.538348509	0	0.395493629	0.282748185	-0.259855396	-2.922291405
B4U62_03905	2.488153579	-2.462290995	-0.628608059	-1.042802538	0.09009956	0.328082247	0	0.18453362	1.022384029	-0.403993951	-2.003518304
B4U62_03910	1.22861727	0.075663833	-0.269560508	-0.468898834	0.295228511	0.044958983	0	-0.118520313	0.532736537	-0.845471469	-3.772905376
B4U62_03920	0.589424293	0.187551192	0.799551927	0.08991391	0	-0.249739497	0.13061187	-0.237721405	-0.402523687	-0.781314928	-0.495716308
B4U62_03925	2.787328141	0	0.884436237	-0.343074722	-0.609374583	-0.772302613	-0.11465306	-0.288415226	0.681576848	1.130105349	2.925284658
B4U62_03930	3.222463187	-0.609229644	0.909595411	0.243840565	0.673324381	-0.386876487	-0.555723749	-0.746326703	0.682459843	-0.357560368	0
B4U62_03935	-1.394349898	-7.371857679	-6.05927764	-6.773969399	2.312877565	3.933417368	4.011703934	3.719444461	4.281900902	0	-2.556236092
B4U62_03940	-1.989629785	-6.140014972	-5.138229138	-6.318543599	2.387184659	3.719840621	4.087404141	3.725998867	3.573398278	0	-3.197918617
B4U62_03945	-1.766567597	-6.083707913	-6.264406091	-6.336384674	2.33788052	3.715084078	4.047827209	3.563270681	4.049173255	0	-1.974975724
B4U62_03950	0	-0.109935325	-1.168105608	-1.139117917	1.337071868	2.17523769	2.652754172	1.927685518	2.762757639	-0.273160795	-2.984712514
B4U62_03955	-0.106700287	-0.941201548	-1.109099084	-2.118096651	1.040806907	1.971164635	2.401507831	1.715555105	2.795860637	0	0
B4U62_03960	-0.116286714	-3.537186125	-4.031828771	-4.266729194	0.146711671	0.958121964	0.527289644	1.819856944	2.622109061	0	-2.704347715
B4U62_03965	0	-2.777456025	-3.960482554	-3.431398289	0.032795551	1.119365275	0.959074726	2.124443568	2.302852977	-0.008157347	-2.264795928
B4U62_03970	1.717857092	-2.261527944	-3.275576252	-2.846174869	0	0.726007764	0.763244101	1.455727913	2.675001238	-0.430117221	-2.35984763
B4U62_03975	4.113714606	-2.980035462	-2.693199939	-3.495746629	-0.142043401	0.830553854	0.625893867	2.27016052	3.413662287	0	-1.579122522
B4U62_03980	3.863302558	-3.427212161	-2.948060414	-3.072535198	-1.048318028	0.444825208	0.364050834	1.893044296	3.384361513	0	-1.740873592
B4U62_03985	3.541708846	-3.043129507	-2.827012165	-4.951486949	-0.937633724	0	0.531641669	1.647310214	3.738608938	0.214972724	-2.619825342
B4U62_03990	4.399613167	-2.731100926	-1.982517284	-2.964006727	-0.040642642	0	0.658356716	1.658412444	3.755625609	0.781000133	-3.307796762
B4U62_03995	3.646800408	-3.106975173	-2.199507968	-2.898639955	-0.612398792	0	0.288809927	1.661345926	3.057508236	0.384141645	-2.810189664
B4U62_04000	3.819857342	-4.345893924	-2.08918679	-4.771115951	-0.82195788	0.046545268	0.013477413	1.059889843	3.568927723	0	-1.79297789
B4U62_04005	3.981709771	-3.885291733	-2.083317657	-4.325221242	-0.851936398	0.1079404	0	1.298666903	3.450029775	0.726905755	-1.993559635
B4U62_04010	3.585511685	-4.040434748	-2.505462287	-4.688378048	-1.020790335	0.054225059	0	1.489540301	2.310939935	0.165200063	-1.809775662
B4U62_04015	3.118457473	-5.233164324	-4.013931895	-5.011909897	-1.104047367	0.134612813	0.433694003	1.395928565	2.957088754	0	-2.417213885
B4U62_04020	3.084357038	-3.107663478	-3.518974584	-3.746485543	-0.783550819	0	0.468127758	1.487231907	3.875545144	0.580079235	-1.844254061
B4U62_04025	2.929273597	-2.798778556	-2.562091099	-3.783028581	-0.994189473	0.093824372	0.072178933	1.21809503	1.818984701	0	-1.866404474
B4U62_04030	3.278093762	-2.610484172	-2.742367738	-3.059460213	-0.751432278	0	0.282501263	1.14250361	3.500973529	0.598197688	-2.095127952
B4U62_04035	1.435364344	-1.866920152	-1.913978012	-2.654983361	0	1.059823109	1.416225025	1.454503706	2.824571103	-0.374950181	-3.382215443
B4U62_04040	2.219393938	-3.098391627	-3.033948526	-3.085136995	-1.103823743	0	0.058976168	1.202430428	3.220420026	0.932639264	-1.08979611
B4U62_04045	1.826180104	-2.387298876	-2.209106266	-2.564193979	-0.457231349	0.721410474	1.160028222	1.721087329	2.764800808	0	-1.817494873
B4U62_04050	2.406722327	-0.513429127	-0.989554407	-0.768726152	-0.652716989	0	0.657114058	0.799776653	3.372473982	0.57102423	-3.504833609
B4U62_04055	2.328847035	-1.317800945	-1.320436881	-0.91791572	-0.210858102	0.040434953	0.351815382	0.798724951	2.94677509	0	-3.785267711
B4U62_04060	0.994996014	-2.244507569	-1.582728755	-0.897725812	0	0.391618442	0.646227808	0.716521399	0.900586608	-1.019408013	-2.633833269
B4U62_04065	0.130817805	0	1.310971559	1.874644624	1.539710294	0.561705194	-0.458926229	-0.378407299	-1.206808279	-0.956536055	-3.394816709
B4U62_04070	-3.839078703	1.603574283	0.310562967	0.563126196	0.344311863	0.088705836	0	-0.016434306	-1.762156287	-1.70007691	-6.30242889
B4U62_04075	-1.657996347	-5.787883915	-5.805337593	-5.414858259	1.950695366	3.457333073	4.001645865	3.804363532	4.023617104	0	-2.860527907
B4U62_04085	-3.342873327	0.172496665	1.93172074	1.53482833	0	0.943236852	-0.661316664	0.564195328	-2.167668306	-0.010038216	-0.553122801
B4U62_04090	-2.855666164	0.917088396	0.946116939	0.874539007	-0.066481592	0	-0.099438873	0.118467521	0.346455042	-0.79120345	-1.818916031
B4U62_04095	-1.115516055	0.567128177	1.035947042	1.054457599	0.20075986	-0.230449545	0	0.057223978	-0.15429657	-1.466623862	-3.605840255
B4U62_04100	-0.466821954	0.411360356	-0.163242892	0	0.114693915	0.324739181	0.146636453	0.366843311	-0.999476154	-0.889396761	-2.871278452
